id,trigger,conditions,script,text,options,notes
sdtuMercGreetingGotDebrisHeg2b,DialogOptionSelected,"$option == sdtu_mercGotDebrisHeg2
!$global.metOrcusRao","$global.sdtuHintedRaoInvolvement = true 0
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile sdtu true","""Mis disculpas, capitan. Tengo ordenes concretas de no interferir en tus actividades, y,"" $heOrShe vuelve a comprobar un datapad, ""parece que debo, eh, prestar asistencia siempre que no comprometa mi mision.""

""Ah, una cosa mas,"" el mercenario se frota la frente. ""Ah, si. Deberias visitar el Complejo Ragnar, en el sistema Valhalla. Grandes oportunidades para alguien como... tu."" $HeOrShe hace una pausa, con la mirada fija y sin parpadear, para asegurarse de que captas el mensaje.

Concluido esto, $heOrShe pasa a una sonrisa fina, como si el asunto se hubiera resuelto a satisfaccion de todos. ""Que arda tu luz,"" dice $heOrShe.","sdtu_mercSeeRao:""Expliquese - por que el Complejo Ragnar?""
cutCommLink:""Que arda su luz.""",
sdtuMercSeeRao,DialogOptionSelected,$option == sdtu_mercSeeRao,EndConversation NO_CONTINUE,"Al empezar a hablar, la conexion ya se ha cortado.",,
"# SDTU step 10: Return to Macario with Big News, seriously, the last time.",,,,,,
sdtuMacarioNewsEnd,PickGreeting,"$id == macario score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == DELIVER_NEWS","BeginConversation macario true true
Call $global.sdtu_ref endMusic
Call $global.sdtu_ref updateData","No pierde el tiempo con saludos ni posturas.

-No seria tan ingenuo como para pedirle que borre su copia de estos datos -dice Macario con una calma inhumana-. Estoy seguro de que su gente es muy capaz de montar una farsa de cumplimiento muy convincente.","sdtu_newsEndWhat:""Que le paso a Perseus?""
sdtu_newsEndWho:""Quienes son estos siete Andradas?""
sdtu_newsEndHeirs:""Son estos los herederos de Andrada? Solo quedan seis.""
sdtu_newsEndYourDoing:""Le agradezco que no me haga perder el tiempo. Perseus fue cosa suya?""
sdtu_newsEndSale:""Mi silencio esta totalmente a la venta.""",
sdtuNewsEndWhat,DialogOptionSelected,$option == sdtu_newsEndWhat,FireBest SDTUNewsEndOptions,Macario te mira sin parpadear. -Tan poco te he subestimado?,,
sdtuNewsEndWho,DialogOptionSelected,$option == sdtu_newsEndWho,FireBest SDTUNewsEndOptions,"-Andrada, por supuesto -Macario simplemente arquea una ceja-. Pense que era obvio.",,
sdtuNewsEndHeirs,DialogOptionSelected,$option == sdtu_newsEndHeirs,FireBest SDTUNewsEndOptions,"-El futuro depende de tan pocos, capitan -dice Macario con voz vacia, sin parpadear.",,
sdtuNewsEndOnlySix,DialogOptionSelected,$option == sdtu_newsEndOnlySix,FireBest SDTUNewsEndOptions,-Tragico -dice Macario automaticamente-. Verdad?,,
sdtuNewsEndYourDoing,DialogOptionSelected,$option == sdtu_newsEndYourDoing,"$player.ethosCocky++
$hate++
FireBest SDTUNewsEndOptions","""Me hiere con esa acusacion, capitan"", dice Macario con un deje de fria diversion.",,
sdtuNewsEndSale,DialogOptionSelected,$option == sdtu_newsEndSale,"AddCredits 200000
$player.ethosMercenary++
FireBest SDTUNewsEndOptions
$didPayment = true 0","-Naturalmente -dice Macario, tomandose un momento para pulsar un datapad.",,
sdtuNewsEndOptions,SDTUNewsEndOptions,,Call $global.sdtu_ref playMusicMacario,"""Pronto llegara el momento en que haya que tomar decisiones, querido capitan"", y se toma un momento para teclear en un datapad.

""Confio en que haya empezado a valorar mi... generoso estilo de liderazgo"".","sdtu_returnNewsEndLoyal:""A que le eres leal, Macario?""
sdtu_returnNewsEndHull:""Menciono un 'casco de nave avanzado' en una conversacion anterior...""",
sdtuNewsEndOptionsPay,SDTUNewsEndOptions,!$didPayment,"AddCredits 150000
$didPayment = true 0
FireBest SDTUNewsEndOptions",,,
sdtuNewsEndHull,DialogOptionSelected,$option == sdtu_returnNewsEndHull,"Call $global.sdtu_ref giveExecutor
$player.ethosMercenary++
$player.sdtu_gotExecutorFromMacario = true","""Lo hice?"", suelta una carcajada. ""Mercenario hasta el final, eh? Me encargare de los preparativos"".

""Me complace mucho que valore lo que puedo ofrecer. Esto sera importante, y pronto"".",sdtu_returnNewsEnd:Continuar,
sdtuNewsEndLoyal,DialogOptionSelected,$option == sdtu_returnNewsEndLoyal,,"-Poder, por supuesto. Soy igual que usted.

Se frota las manos lentamente, observando.

-No se moleste en negarlo.",sdtu_returnNewsEnd:Continuar,
sdtuReturnNewsEnd,DialogOptionSelected,$option == sdtu_returnNewsEnd,"AddXP $sdtu_xpRewardHigh
AddStoryPoints 1
EndConversation DO_NOT_FIRE
Call $global.sdtu_ref resumeMusic
$global.sdtu_completed = true
Call $global.sdtu_ref updateStage
ShowDefaultVisual","Abre mucho los ojos: ""No lo ve, capitan? No necesito grabar mi rostro en la historia! Simplemente..."" -se queda en silencio- ""Mm, dirigirla. Corregirla. Recortar los cabos sueltos que nos frenan, que nos atan"".

-Eso es todo, capitan -dice, recuperando su mascara de calma-. Por ahora. Estoy seguro de que volveremos a hablar pronto.

La comunicacion se corta en el punto mas alto de la seguridad interna del Diktat Sindriando.",sdtu_returnNewsEnd2:Cerrar el enlace,
sdtuReturnNewsEnd2,DialogOptionSelected,$option == sdtu_returnNewsEnd2,FireAll PopulateOptions,,,
"# SDTU during and post, misc convos",,,,,,
"# go to SD characters section. 
# Is anything else actually needed here, to make sense?",,,,,,
,,,,,,
# anh - A New Hope aka Passage to Volturn,,,,,,
devAnhStartOption,PopulateOptions,"$global.isDevMode
$market.id == asharu
!$global.anh_missionCompleted
!$global.anh_inProgress",SetOptionColor anh_cantinaAsk gray,,"20:anh_cantinaAsk:DEV iniciar ""Passage to Volturn"" / ANH",
anhCantinaStartInBar,AddBarEvents,"!$market.isHidden
$market.id == asharu
!$global.anh_missionCompleted
!$global.anh_inProgress
$player.fcm_faction != sindrian_diktat
RollProbability 0.25
$global.daysSinceStart > 30","AddBarEvent anh_cantinaAsk ""Ver que quiere el viejo"" ""Ves a un anciano seguido por un nino y un robot robusto que intenta hablar con algunos de los capitanes espaciales de aspecto mas turbio.""",,,
anhCantinaAskStartCap,DialogOptionSelected,"$option == anh_cantinaAsk
$player.maxCombatHullSize == 4","BeginConversation robed_man
$player.metANHRobedMan = true","El anciano parece un ermitano que ha vivido en los paramos durante incontables ciclos. Sus tunicas estan polvorientas y su piel arrugada y curtida.

Sonrie misteriosamente cuando te acercas, y puedes ver que le acompana un chico de pelo desgrenado, un joven de no tener aun 20 ciclos.

-Tengo la sensacion de que no es el capitan que buscamos -dice amablemente-. Su $shipOrFleet es demasiado grande. Buscamos un transporte sencillo, no una flota de guerra.

Dicho esto, junta las manos y asiente, casi haciendo una reverencia.",anh_cantinaReturn2:Volver al bar,
anhCantinaAskStart,DialogOptionSelected,$option == anh_cantinaAsk,"BeginConversation robed_man
BeginMission anh false
Call $global.anh_ref updateData
$player.metANHRobedMan = true
FireAll anhCantinaAskHubOptions
$option = anh_cantinaAsk0
FireAll anhCantinaAskHubOptions","El anciano parece un ermitano que ha vivido en los paramos durante incontables ciclos. Sus tunicas estan polvorientas, su piel arrugada y curtida.

Sonrie misteriosamente mientras te acercas, y les habla tanto a ti como al chico de pelo desgrenado, que parece mas un joven de no haber cumplido aun los 20 ciclos.

-Tengo un buen presentimiento sobre esto.",,
anhCantinaAskAccept,anhCantinaAskHubOptions,$madeOffer,,,"anh_cantinaAccept:""De acuerdo, trato hecho.""",
anhCantinaAskTransport,anhCantinaAskHubOptions,!$whyAuthorities,,,"anh_cantinaAskTransport:""Dejeme adivinar... necesita transporte, sin implicar a las autoridades.""",
anhCantinaAskFeelings,anhCantinaAskHubOptions,!$askedFeelings,,,"anh_cantinaAskFeelings:""Yo tendria cuidado de fiarme de tus sentimientos por aqui, viejo.""",
anhCantinaAskRobot,anhCantinaAskHubOptions,!$askedRobot,,,"anh_cantinaRobot:""Que pasa con el robot? Lleva algun tipo de IA ahi dentro?""",
anhCantinaAskTerroristA,anhCantinaAskHubOptions,"$whyAuthorities
!$dontLookLikeTerrorists
!$askedIfTerrorists
!$chargeMoreTerror",,,"anh_cantinaKnowMore0:""Si es usted una especie de terrorista, no quiero saberlo.""",
anhCantinaAskTerroristB,anhCantinaAskHubOptions,"$whyAuthorities
!$dontLookLikeTerrorists
!$askedIfTerrorists
!$chargeMoreTerror",,,"anh_cantinaKnowMore:""Si es usted una especie de terrorista, quiero saberlo.""",
anhCantinaAskTerroristC,anhCantinaAskHubOptions,"$whyAuthorities
!$dontLookLikeTerrorists
!$chargeMoreTerror",,,"anh_cantinaChargeMore:""Si es usted una especie de terrorista, voy a cobrar mas.""",
anhCantinaAskTerroristD,anhCantinaAskHubOptions,"$whyAuthorities
!$dontLookLikeTerrorists
!$chargeMoreTerror",,,"anh_cantinaDontLookTerrorists:""Probablemente sea mejor que no pregunte.""",
anhCantinaDenyHot,anhCantinaAskHubOptions,$whyAuthorities,,,"anh_cantinaDeny:""El trabajo suena demasiado peligroso para mi. Busca a otro capitan.""",
ankCantinaDeny,anhCantinaAskHubOptions,!$whyAuthorities,,,"anh_cantinaDeny:""No merece mi tiempo. Busque a otro.""",
anhCantinaTransport,DialogOptionSelected,$option == anh_cantinaAskTransport,"$madeOffer = true 1
SetTextHighlights 10,000
Call $global.anh_ref showMap ""Volturn""","""Tiene toda la razon, capitan"", dice el anciano. ""Se le pagaran 10.000 creditos a su llegada a Volturn, en el sistema Askonia. Es como usted dice: nos gustaria evitar cualquier patrulla o inspeccion"".","anh_cantinaAccept:""Trato hecho"". 
anh_cantinaAuthorities:""Por que le buscan tanto las autoridades?""",
anhCantinaAuthorities,DialogOptionSelected,$option == anh_cantinaAuthorities,"$whyAuthorities = true 1
FireAll anhCantinaAskHubOptions","El joven empieza a hablar: ""Porque el es un..."" y el anciano levanta un dedo en senal de advertencia, callando al chico.

""Es solo algo de historia antigua que la mayoria de la gente ya ha olvidado. Creo que es mejor que no pregunte"".","


",
anhCantinaKnowMore0,DialogOptionSelected,$option == anh_cantinaKnowMore0,"$option = anh_cantinaKnowMore
FireBest DialogOptionSelected",,,
anhCantinaKnowMore,DialogOptionSelected,$option == anh_cantinaKnowMore,"$askedIfTerrorists = true 1
FireAll anhCantinaAskHubOptions","El anciano finge intercambiar una mirada con el chico, que parece preocupado. ""No creo que parezcamos terroristas, verdad?"".",,
anhCantinaDontLookTerrorists,DialogOptionSelected,$option == anh_cantinaDontLookTerrorists,"$dontLookLikeTerrorists = true 1
FireAll anhCantinaAskHubOptions","La sonrisa del anciano regresa, como si esperara que dijeras eso.",,
anhCantinaChargeMore,DialogOptionSelected,$option == anh_cantinaChargeMore,"$chargeMoreTerror = true 1
$global.anh_chargeMore = true
SetTextHighlights 17,000
FireAll anhCantinaAskHubOptions","El anciano asiente como si se lo esperara. El chico parece ofendido: -Podriamos comprar una nave vieja por tanto! Apuesto a que podria ponerla en marcha en un momento, y luego solo... -el anciano levanta una mano para callarlo.

-Puedo ofreceros 17.000 creditos a la llegada -dice con calma-, y nada mas.

El chico se cruza de brazos y se pone de morros.",,
anhCantinaFeelings,DialogOptionSelected,$option == anh_cantinaAskFeelings,$askedFeelings = true 1,"""Ellos le condujeron hacia mi, no es asi?"", dice, como si eso significara algo.

El chico pone una expresion de asombro, tragandose esas palabras como si fueran sabiduria antigua.","anh_cantinaAskFeelings1:""Claro, lo que sea.""
anh_cantinaAskFeelings2:""Supongo que si.""",
anhCantinaFeelings1,DialogOptionSelected,$option == anh_cantinaAskFeelings1,"$option = anh_cantinaAskFeelings2
FireBest DialogOptionSelected",,,
anhCantinaFeelings2,DialogOptionSelected,$option == anh_cantinaAskFeelings2,FireAll anhCantinaAskHubOptions,"El anciano no dice nada, con un asomo de sonrisa en los labios. El chico mira de ti al anciano, esperando a ver que pasara despues.",,
anhCantinaRobot,DialogOptionSelected,$option == anh_cantinaRobot,$askedRobot = true 1,-No teneis por que preocuparos por nuestro pequeno amigo -dice el anciano.,"anh_cantinaRobot1:""No tengo que preocuparme por eso.""
anh_cantinaRobot2:""En realidad, necesito saber si esa cosa es segura.""
",
anhCantinaRobot1,DialogOptionSelected,$option == anh_cantinaRobot1,FireAll anhCantinaAskHubOptions,"El anciano asiente, satisfecho.",,
anhCantinaRobot2,DialogOptionSelected,$option == anh_cantinaRobot2,,"El chico por fin se atreve a hablar. ""Claro que es seguro! Se lo compramos a unos chatarreros y luego yo mismo lo desmonte y lo volvi a montar"".

Parece que ha estado conteniendose para no estallar todo este tiempo.

""Puedo arreglar cualquier cosa!"", anade.","anh_cantinaRobot3:""Claro. Si necesito reparar equipo agricola, se lo hare saber.""
anh_cantinaRobot4:""Me vendria bien un ingeniero novato en mi flota.""
anh_cantinaRobot5:""Bueno, de que va esto, viejo?""
",
anhCantinaRobot3,DialogOptionSelected,$option == anh_cantinaRobot3,FireAll anhCantinaAskHubOptions,"Esto hace que el chico estalle.

-No soy un simple granjero de dunas -dice el joven, alzando la voz-, soy un gran piloto igual que... -el anciano estira la mano y le toca el hombro. El chico entiende la indirecta.

-Lo que mi joven amigo quiere decir es que tenemos otra tarea en mente.",,
anhCantinaRobot4,DialogOptionSelected,$option == anh_cantinaRobot4,FireAll anhCantinaAskHubOptions,"El joven se queda desconcertado por el respeto que le concede un capitan espacial. Parece que realmente lo esta pensando. ""No puedo, quiero decir, gracias, pero soy un gran piloto igual que-"" el anciano extiende la mano, deteniendolo.

""Lo que mi joven amigo quiere decir es que su destino se encuentra en otra parte"".
",,
anhCantinaRobot5,DialogOptionSelected,$option == anh_cantinaRobot5,FireAll anhCantinaAskHubOptions,"-Un simple viaje a Volturn. Se le pagara y luego podra olvidarse de nosotros -dice el anciano, con su misteriosa sonrisa de nuevo en el rostro.",,
anhCantinaDeny,DialogOptionSelected,$option == anh_cantinaDeny,AbortMission,"La ira y la decepcion en el rostro del chico son palpables. El anciano pone una mano sobre su hombro, con un leve movimiento para mitigar el arrebato de emocion juvenil.

Al alejarte, oyes al anciano hablar en voz baja: ""Hay otro..."".",anh_cantinaReturn:Continuar,
anhCantinaAccept,DialogOptionSelected,$option == anh_cantinaAccept,"EndConversation DO_NOT_FIRE
RestoreSavedVisual
AcceptMission","Organizais el traslado del anciano, el joven y su robot hacia vuestra $shipOrFleet.

No parecen especialmente peligrosos. Seguramente nadie en la Hegemonia o en el Diktat Sindriano se este esforzando demasiado en rastrear sus movimientos.",anh_cantinaReturn:Volver al bar,
anhCantinaReturn,DialogOptionSelected,$option == anh_cantinaReturn,BarCMD showOptions,,,
anhCantinaReturn2,DialogOptionSelected,$option == anh_cantinaReturn2,"EndConversation DO_NOT_FIRE
RestoreSavedVisual
BarCMD showOptions",,,
,,,,,,
# anh - interception by Diktat patrol,,,,,,
anhDiktatPatrolEncounter,BeginFleetEncounter,"$anh_diktatPatrol score:1000
!$encounteredAlready ","FleetDesc
HailPlayer
$encounteredAlready = true
Call $global.anh_ref updateData",,,
anhDiktatPatrolGreeting,OpenCommLink,"$entity.anh_diktatPatrol score:1000
Call $global.anh_ref updateData","Call $entity.ahn_ref makeUnimportant
SetStoryOption anh_diktatPatrolBluff general ""Enganaste a una patrulla del Diktat Sindriano diciendo que transportabas caritativamente a granjeros de arena de Asharu""","""Capitan"", dice el oficial del Diktat Sindriano con tono neutral, ""tenemos razones para creer que transporta a un terrorista conocido por el Directorio de Seguridad de Sindria"".

$HeOrShe apenas levanta un dedo y se le transmite un paquete de datos complementario. Tu oficial de comunicaciones adjunta el contenido a una pantalla secundaria: es el anciano de Asharu. Mucho mas joven en este holograma en bucle, vistiendo el uniforme militar de algun estado menor en lugar de tunicas.

""Agilizaria mi investigacion si este individuo encontrara el camino hacia mi nave insignia"". $HeOrShe muestra la sonrisa mas fria y pequena del Sector.","anh_diktatPatrolStall:""Necesitare un momento para revisar mi manifiesto de pasajeros."" (dar largas)
anh_diktatPatrolBluff:""Estoy transportando a un par de agricultores de arena. Es un acto benefico.""
anh_diktatPatrolRights:""No tiene ningun derecho a secuestrar a mis pasajeros.""
anh_diktatPatrolNope:""Eso no va a pasar.""
anh_patrolHostileEnd:Cortar la comunicacion",
anhDiktatPatrolStall,DialogOptionSelected,$option == anh_diktatPatrolStall,,El oficial del Diktat asiente apenas. Tu oficial de comunicaciones interpreta esto como la senal para interrumpir la transmision.,anh_diktatPatrolStall2:Continuar,
anhDiktatPatrolStall2,DialogOptionSelected,$option == anh_diktatPatrolStall2,"ShowSecondPerson robed_man
HideFirstPerson","En una sala de reuniones, el anciano observa el holograma de su yo mas joven con una sonrisa melancolica. El chico esta alli, con aspecto de estar aterrorizado. Su robot emite pitidos y realiza una especie de ciclo de inactividad.","anh_diktatPatrolStall3:""Le importaria explicarse?""
anh_diktatPatrolStall30:""No quiero saberlo.""",
